unique_id,country,city,airport,phone_number,opening_time,closing_time,main_contact,state
938,China,Guangsheng,Yankee Charlie Quebec Mike Juliett Alfa India Kilo Golf Delta,326-4369,"error: invalid date ""08:00""",Crimson,Shalne,ACTIVE
939,South Africa,Lephalale,Zulu Kilo Charlie Golf Juliett Alfa Romeo November Mike Papa Hotel Lima,983-3395,"error: invalid date ""08:00""",Green,Hilde,ACTIVE
940,Burundi,Makamba,Charlie India Sierra November Golf Zulu Juliett Echo Foxtrot Romeo,039-7213,"error: invalid date ""08:00""",Pink,Lilly,ACTIVE
941,Sweden,Munkfors,Hotel Bravo Papa Delta November Oscar Echo Golf Juliett India X-ray Lima Romeo Victor,096-5483,"error: invalid date ""08:00""",Pink,Sella,ACTIVE
942,Indonesia,Onan Ganjang Satu,Bravo Hotel Zulu November Lima Delta Yankee Charlie Quebec Golf Uniform Mike Victor Juliett Echo Kilo Sierra Romeo,290-9879,"error: invalid date ""08:00""",Purple,Hollyanne,ACTIVE
943,Poland,Rzeszów,Foxtrot Sierra India Zulu Oscar Bravo Whiskey Mike Kilo Quebec Uniform Romeo Victor November Juliett Echo Yankee X-ray,319-8151,"error: invalid date ""08:00""",Violet,Myrtie,ACTIVE
944,Somalia,Dujuuma,Romeo Yankee Victor Oscar Sierra Echo Zulu November Tango Delta,860-3769,"error: invalid date ""08:00""",Pink,Noelyn,ACTIVE
945,Mexico,Buenos Aires,Sierra Yankee Oscar Romeo Juliett November Charlie Echo Uniform Golf Quebec Mike X-ray Victor Lima Foxtrot Alfa,935-8025,"error: invalid date ""08:00""",Khaki,Gizela,ACTIVE
946,Iran,Dārāb,Juliett Charlie Victor Whiskey Lima Echo Uniform Hotel Mike Papa Yankee Tango Sierra Oscar X-ray Alfa Golf Delta,527-4601,"error: invalid date ""08:00""",Aquamarine,Genovera,ACTIVE
947,Japan,Ishiki,Mike Echo Charlie Whiskey Foxtrot Yankee Kilo Golf Juliett Sierra Delta Alfa,751-0157,"error: invalid date ""08:00""",Violet,Kizzie,ACTIVE
948,Serbia,Stari Lec,Romeo November Bravo Foxtrot Echo Juliett Kilo Hotel Oscar Zulu Tango Alfa Charlie,421-4136,"error: invalid date ""08:00""",Khaki,Susie,ACTIVE
949,Russia,Mozhga,Tango Juliett Whiskey Kilo Sierra Foxtrot Charlie Romeo Hotel Zulu Oscar X-ray Golf Quebec November,038-3934,"error: invalid date ""08:00""",Green,Tamarra,ACTIVE
950,Indonesia,Pilang,Delta Tango November Quebec Romeo Whiskey Zulu Uniform India Golf,214-4472,"error: invalid date ""08:00""",Red,Leola,ACTIVE
951,Colombia,El Doncello,India Foxtrot Golf X-ray Quebec Sierra Zulu Oscar Charlie Echo November Romeo Bravo Juliett Kilo Whiskey Papa,572-7522,"error: invalid date ""08:00""",Fuscia,Talya,ACTIVE
952,Brazil,Porangatu,Romeo November Oscar Juliett Kilo Foxtrot Delta Tango Echo India Papa Quebec Uniform Whiskey Victor Golf Charlie,658-3371,"error: invalid date ""08:00""",Yellow,Alana,ACTIVE
953,China,Heicheng,Romeo Sierra Alfa Papa Golf Foxtrot Whiskey Juliett Delta Lima Oscar Hotel Bravo Uniform Quebec November Zulu,236-2630,"error: invalid date ""08:00""",Aquamarine,Polly,ACTIVE
954,Sweden,Bromma,Echo Zulu Yankee Juliett Lima Sierra Bravo Delta Uniform Charlie Mike Alfa Tango November Oscar,241-2243,"error: invalid date ""08:00""",Red,Marianna,ACTIVE
955,Pakistan,Badīn,Alfa Tango Oscar Foxtrot Quebec Charlie Romeo Mike Zulu Kilo Sierra,034-0582,"error: invalid date ""08:00""",Puce,Carlyn,ACTIVE
956,Indonesia,Rahayu,Romeo Juliett Echo Charlie Hotel Yankee Zulu Alfa Uniform Bravo Sierra Lima Mike,985-0033,"error: invalid date ""08:00""",Red,Mignon,ACTIVE
957,Indonesia,Katur,Mike Juliett Uniform Sierra Victor Papa Whiskey Foxtrot Zulu Yankee X-ray,820-4508,"error: invalid date ""08:00""",Turquoise,Luelle,ACTIVE
958,Azerbaijan,Zabrat,Foxtrot Uniform X-ray Mike Bravo Whiskey Lima Kilo Golf Sierra Echo Charlie Romeo Delta,743-3511,"error: invalid date ""08:00""",Orange,Ninnetta,ACTIVE
959,Tanzania,Tabora,Echo Yankee Juliett Mike Charlie Zulu Tango Lima Sierra November Oscar Kilo Golf Delta Papa Foxtrot Whiskey Alfa,516-5002,"error: invalid date ""08:00""",Puce,Louisette,ACTIVE
960,China,Chikeng,Charlie Echo November Kilo Sierra Yankee Juliett Hotel Victor Uniform X-ray Oscar Romeo Alfa Whiskey Papa Bravo,214-4653,"error: invalid date ""08:00""",Purple,Adina,ACTIVE
961,Chile,Talagante,Charlie Mike Oscar Lima Yankee Bravo X-ray Zulu Whiskey Alfa Hotel Victor Papa Juliett Kilo Uniform Delta Golf Echo,233-7992,"error: invalid date ""08:00""",Crimson,Brianna,ACTIVE
962,Morocco,Sidi Yahia el Gharb,Tango Whiskey Charlie Lima Foxtrot Kilo Echo India Mike Bravo,000-6484,"error: invalid date ""08:00""",Goldenrod,Jorie,ACTIVE
963,Argentina,El Bolsón,Foxtrot Uniform Oscar India Charlie Zulu Delta Victor Juliett Papa Hotel Echo Mike Romeo Kilo Quebec X-ray Lima Whiskey Golf,761-1376,"error: invalid date ""08:00""",Crimson,Cassey,ACTIVE
964,Indonesia,Wanagiri,Papa Hotel Whiskey Mike Tango Quebec X-ray Juliett Charlie Bravo Victor,539-7532,"error: invalid date ""08:00""",Red,Cilka,ACTIVE
965,Indonesia,Mandalasari,Foxtrot Quebec Kilo Tango Romeo Lima Papa Golf Alfa Hotel Zulu Echo Victor X-ray Delta,126-7696,"error: invalid date ""08:00""",Teal,Wynny,ACTIVE
966,Philippines,Cantao-an,Whiskey Lima X-ray Tango Kilo Golf Alfa Zulu Quebec Papa Hotel Delta Sierra Foxtrot Bravo Oscar Uniform Mike November Romeo,793-8337,"error: invalid date ""08:00""",Puce,Catriona,ACTIVE
967,France,Ajaccio,Echo Bravo India Charlie Foxtrot Uniform November Papa Lima Hotel Victor,512-1780,"error: invalid date ""08:00""",Blue,Andria,ACTIVE
968,Indonesia,Cibatu,Papa Delta India Mike Juliett Bravo Golf Hotel Charlie Victor Yankee Quebec Whiskey Zulu Oscar Foxtrot,248-1428,"error: invalid date ""08:00""",Puce,Coretta,ACTIVE
969,Brazil,Presidente Venceslau,Oscar Victor Whiskey Uniform Kilo Sierra Golf Mike X-ray India November Delta Lima Bravo Alfa Papa Tango Foxtrot,050-1774,"error: invalid date ""08:00""",Khaki,Celestia,ACTIVE
970,Indonesia,Nao,Romeo Yankee Victor Hotel Oscar Kilo Foxtrot Whiskey Bravo Tango November Mike Delta X-ray,399-6245,"error: invalid date ""08:00""",Fuscia,Maurizia,ACTIVE
971,Panama,Río Sereno,Zulu Delta Bravo Juliett India Yankee Kilo Oscar Echo X-ray,426-0715,"error: invalid date ""08:00""",Yellow,Bendite,ACTIVE
972,Malaysia,Kuching,Charlie Zulu Echo Victor Oscar Quebec Lima Bravo Kilo Foxtrot Sierra Mike Golf Tango Hotel Juliett Romeo Papa Delta,967-1201,"error: invalid date ""08:00""",Pink,Jemima,ACTIVE
973,Poland,Pantalowice,Romeo Tango Lima Victor Echo Zulu X-ray Oscar Delta India,774-9899,"error: invalid date ""08:00""",Maroon,Harlie,ACTIVE
974,Portugal,Estombar,Papa Charlie Yankee Oscar November Foxtrot Mike X-ray Hotel Delta Golf Quebec Tango Alfa Zulu Lima,892-0707,"error: invalid date ""08:00""",Goldenrod,Nike,ACTIVE
975,Russia,Kotovo,Papa Zulu Oscar Romeo Bravo Echo Whiskey Sierra Golf Mike India Delta,936-1471,"error: invalid date ""08:00""",Puce,Jsandye,ACTIVE
976,Philippines,Alangilanan,India Whiskey Uniform November Victor Alfa Hotel Kilo Oscar Mike,008-3114,"error: invalid date ""08:00""",Yellow,Agna,ACTIVE
977,Indonesia,Krajan Tambakrejo,Delta Foxtrot Uniform Whiskey Bravo Zulu Oscar Mike Charlie X-ray Romeo India Hotel Kilo Papa Yankee Alfa,289-0141,"error: invalid date ""08:00""",Maroon,Nyssa,ACTIVE
978,Samoa,Vaiusu,Quebec Foxtrot Yankee Oscar Sierra Mike India Echo Whiskey Zulu Hotel Tango Kilo Romeo,526-3885,"error: invalid date ""08:00""",Turquoise,Crissie,ACTIVE
979,China,Xuebu,Kilo Delta Tango Oscar Foxtrot Bravo Victor Charlie Papa Quebec Whiskey Alfa X-ray Hotel Sierra November Yankee India Golf Romeo,198-7019,"error: invalid date ""08:00""",Crimson,Sosanna,ACTIVE
980,Dominican Republic,Hondo Valle,Delta Sierra Papa Lima November Uniform Charlie Golf Quebec Mike Tango Victor Romeo Alfa Bravo Hotel Foxtrot Oscar Whiskey Kilo,500-0660,"error: invalid date ""08:00""",Fuscia,Vivyan,ACTIVE
981,Indonesia,Mempawah,Delta Romeo Bravo Charlie Papa Zulu Uniform Echo Foxtrot Mike Kilo Whiskey Yankee Victor Oscar,885-6179,"error: invalid date ""08:00""",Khaki,Greta,ACTIVE
982,Poland,Lyski,Romeo Uniform Mike Charlie Foxtrot Kilo Papa Hotel India Golf Bravo Lima Zulu Sierra Tango X-ray,224-3827,"error: invalid date ""08:00""",Fuscia,Madelena,ACTIVE
983,Indonesia,Batulawang,Foxtrot Papa Tango Sierra India Echo Kilo Uniform Whiskey Victor Oscar Yankee Bravo X-ray Delta,178-5678,"error: invalid date ""08:00""",Goldenrod,Kandace,ACTIVE
984,Cuba,Ciro Redondo,Mike Yankee Papa India Charlie Romeo Juliett Zulu Sierra Tango Foxtrot Quebec X-ray Bravo Lima November Echo,887-8285,"error: invalid date ""08:00""",Turquoise,Faythe,ACTIVE
985,Sweden,Göteborg,Juliett Oscar Quebec Tango Uniform Papa Whiskey Sierra Delta Lima,608-2694,"error: invalid date ""08:00""",Turquoise,Almeria,ACTIVE
986,Russia,Iksha,Bravo India Delta Oscar Echo Juliett Quebec X-ray Zulu Mike,421-7307,"error: invalid date ""08:00""",Turquoise,Ester,ACTIVE
987,China,Jinsheng,X-ray Foxtrot November Victor Kilo Charlie Golf Echo Romeo Uniform Tango Yankee Oscar,175-2139,"error: invalid date ""08:00""",Orange,Kylie,ACTIVE
988,Macedonia,Чучер - Сандево,Victor Tango Yankee Golf Papa Whiskey Oscar Foxtrot Echo Mike Quebec X-ray Lima,270-0410,"error: invalid date ""08:00""",Green,Isabel,ACTIVE
989,China,Haoxinying,India November Golf Alfa Papa Hotel X-ray Delta Mike Romeo Kilo Sierra Yankee Zulu Quebec Echo Juliett Uniform,303-6006,"error: invalid date ""08:00""",Maroon,Melina,ACTIVE
990,Poland,Paniówki,Hotel Mike Foxtrot Bravo Alfa Zulu Juliett X-ray Kilo Lima Golf Yankee Victor,795-0154,"error: invalid date ""08:00""",Red,Lucretia,ACTIVE
991,Brazil,Rio Claro,Papa Kilo Zulu Uniform Delta Sierra Romeo Foxtrot Yankee Bravo Quebec November Oscar Hotel Alfa Lima,057-6606,"error: invalid date ""08:00""",Indigo,Hailee,ACTIVE
992,Nigeria,Zaria,Golf Victor Kilo X-ray Mike Oscar Romeo Charlie Hotel Juliett,373-5000,"error: invalid date ""08:00""",Fuscia,Corny,ACTIVE
993,Serbia,Novi Kneževac,X-ray Mike Kilo Lima November Juliett Zulu Quebec Tango Papa Golf Oscar Foxtrot Echo Bravo Delta,606-5070,"error: invalid date ""08:00""",Blue,Madlen,ACTIVE
994,Costa Rica,Esquipulas,Sierra Delta Victor Alfa Lima Echo Tango Bravo Whiskey Papa Zulu Uniform November Golf Yankee Hotel,486-0075,"error: invalid date ""08:00""",Crimson,Cairistiona,ACTIVE
995,Thailand,Hat Yai,Papa Kilo Uniform Yankee Golf Lima November Bravo Echo Foxtrot Hotel,555-2052,"error: invalid date ""08:00""",Khaki,Jo,ACTIVE
996,Botswana,Kang,Juliett Delta Quebec India Echo Golf Tango Alfa Zulu Uniform Charlie Romeo Papa Yankee Victor Sierra,498-8625,"error: invalid date ""08:00""",Aquamarine,Aurelie,ACTIVE
997,Thailand,Sathon,Yankee Bravo India Hotel Delta Kilo Sierra Uniform Whiskey Echo November,300-3467,"error: invalid date ""08:00""",Yellow,Ida,ACTIVE
998,Belarus,Brahin,Victor November Juliett Mike Whiskey Sierra Alfa Yankee Uniform Oscar Zulu Delta Hotel Lima Echo Quebec India Golf,570-1909,"error: invalid date ""08:00""",Blue,Larina,ACTIVE
999,Russia,Lesogorsk,Hotel Papa Alfa Juliett Sierra Victor Foxtrot Yankee Bravo Uniform X-ray Kilo Tango Echo Whiskey Golf November,367-1703,"error: invalid date ""08:00""",Puce,Tani,ACTIVE
1000,China,Pingshan,Bravo Romeo Uniform Alfa November Foxtrot Delta Zulu Victor Oscar,662-4645,"error: invalid date ""08:00""",Khaki,Georgeanne,ACTIVE
